EngagementSurvey,DaysLateLast30,Salary,Age,Absences,EmpSatisfaction,YearsOfWork,MaritalDesc,SpecialProjectsCount,PerformanceScore
1.13,4,71458,59,10,2,7,Separated,5,PIP
2.03,3,58688,53,10,4,14,Widowed,7,Needs Improvement
4.69,2,130242,60,3,5,10,Single,15,Exceeds
4.14,0,131827,34,6,4,9,Single,7,Fully Meets
2.9,4,65809,46,4,3,16,Divorced,1,PIP
4.33,2,195307,43,5,5,17,Married,12,Exceeds
3.24,2,111369,52,5,4,15,Widowed,7,Needs Improvement
1.79,6,63512,32,17,3,9,Separated,5,PIP
4.37,1,56375,60,5,5,8,Separated,8,Fully Meets
4.76,2,109158,60,1,5,7,Single,10,Exceeds
2.95,3,57930,38,15,1,8,Separated,5,PIP
3.01,6,55056,49,6,2,12,Divorced,0,PIP
4.73,2,197484,71,4,4,8,Single,7,Fully Meets
2.71,3,120906,38,16,4,11,Divorced,6,Needs Improvement
3.65,3,128119,36,15,5,8,Divorced,5,Needs Improvement
4.04,1,181296,58,6,5,13,Married,11,Exceeds
4.52,0,195601,58,3,5,16,Single,11,Exceeds
2.04,2,48484,47,8,5,16,Separated,5,PIP
2.08,5,60338,50,19,3,17,Divorced,1,PIP
3.01,3,104481,59,14,3,12,Single,6,Needs Improvement
4.47,0,105862,36,4,5,9,Single,12,Exceeds
4.17,1,68892,45,3,4,12,Married,10,Fully Meets
2.14,3,117046,42,9,5,10,Divorced,4,Needs Improvement
2.42,3,111045,44,12,3,15,Widowed,5,Needs Improvement
4.76,1,164392,65,5,5,15,Single,15,Exceeds
4.07,0,186712,65,8,5,17,Married,14,Exceeds
4.24,0,170236,46,6,5,15,Married,10,Exceeds
4.29,0,215599,44,6,5,13,Single,6,Fully Meets
3.85,3,63507,38,10,4,16,Widowed,6,Needs Improvement
3.18,3,69761,40,13,5,11,Widowed,8,Needs Improvement
4.37,0,148713,62,9,5,17,Single,7,Fully Meets
4.66,3,162192,54,7,4,9,Single,7,Fully Meets
2.16,3,63020,55,16,2,13,Divorced,0,PIP
2.97,4,56260,43,15,5,14,Divorced,5,PIP
4.55,2,161946,49,2,5,9,Single,15,Exceeds
2.57,2,114193,35,7,3,16,Widowed,6,Needs Improvement
1.79,3,60928,55,11,2,14,Separated,5,PIP
4.95,1,216669,70,2,5,12,Married,13,Exceeds
4.63,0,212692,43,7,4,10,Single,7,Fully Meets
4.48,2,206425,34,9,5,11,Married,10,Fully Meets
4.06,1,174493,59,4,5,14,Divorced,9,Fully Meets
2.84,3,76577,45,14,5,16,Separated,7,Needs Improvement
4.22,0,106652,67,1,5,15,Married,14,Exceeds
4.94,0,108953,60,8,5,7,Divorced,10,Fully Meets
3.54,3,81364,35,15,3,14,Separated,4,Needs Improvement
2.98,3,47504,37,6,4,8,Separated,6,PIP
3.07,2,91792,47,2,4,12,Divorced,6,Needs Improvement
4.16,1,136782,48,5,5,15,Married,11,Exceeds
1.82,6,55856,36,19,3,12,Divorced,0,PIP
4.17,0,219746,39,7,4,13,Single,7,Fully Meets
3.17,3,140086,47,14,4,11,Widowed,4,Needs Improvement
4.67,2,50498,51,2,5,11,Married,12,Exceeds
2.3,4,73413,48,24,5,13,Separated,2,PIP
3.64,2,104063,49,3,4,9,Single,4,Needs Improvement
4.47,0,144189,57,5,5,12,Married,11,Exceeds
2.81,2,109763,34,7,3,10,Separated,6,Needs Improvement
4.48,3,134859,70,9,4,16,Single,9,Fully Meets
4.74,2,107192,34,3,5,9,Divorced,14,Exceeds
4.02,2,58461,64,6,4,16,Single,7,Fully Meets
2.68,6,54400,35,22,2,14,Divorced,3,PIP
4.32,3,173564,40,4,5,16,Married,7,Fully Meets
3.4,3,67315,55,4,5,12,Widowed,8,Needs Improvement
4.62,2,58151,48,7,5,16,Separated,15,Exceeds
1.62,6,52196,49,3,2,5,Divorced,5,PIP
3.73,4,64671,53,5,4,13,Divorced,4,Needs Improvement
4.46,1,143520,68,2,5,17,Married,13,Exceeds
2.25,3,81371,40,3,5,14,Widowed,6,Needs Improvement
4.64,0,78157,69,9,5,14,Married,10,Fully Meets
2.63,6,72953,37,21,3,10,Divorced,1,PIP
4.13,1,220021,48,3,4,16,Single,7,Fully Meets
4.26,2,174883,64,0,5,11,Married,12,Exceeds
4.98,1,120354,38,4,5,14,Single,10,Exceeds
2.76,3,92899,38,2,3,16,Separated,5,Needs Improvement
4.15,2,63227,60,1,5,10,Single,14,Exceeds
4.5,1,100933,70,9,5,10,Separated,7,Fully Meets
3.54,3,87706,33,7,4,15,Divorced,6,Needs Improvement
4.36,2,148102,66,7,4,16,Married,8,Fully Meets
3.1,2,64214,41,10,2,13,Divorced,1,PIP
4.35,1,206678,50,6,5,17,Married,7,Fully Meets
4.22,2,131621,65,1,5,15,Divorced,13,Exceeds
4.17,1,132544,32,6,5,12,Single,13,Exceeds
3.0,4,128635,56,11,4,15,Separated,4,Needs Improvement
4.93,2,156165,35,7,5,10,Single,12,Exceeds
2.95,4,59816,43,9,5,14,Widowed,4,Needs Improvement
1.37,2,61793,58,18,1,11,Married,2,PIP
4.82,3,109412,57,8,5,13,Single,9,Fully Meets
4.91,1,148492,47,6,5,9,Married,13,Exceeds
2.06,5,53474,48,21,3,16,Divorced,1,PIP
3.12,5,73528,42,4,1,6,Separated,3,PIP
2.99,4,70014,48,5,4,12,Widowed,5,Needs Improvement
3.42,3,95354,50,13,4,16,Divorced,5,Needs Improvement
2.36,2,129679,36,9,3,11,Married,5,Needs Improvement
4.12,2,222275,52,5,5,8,Married,7,Fully Meets
1.73,3,60371,51,24,2,13,Separated,4,PIP
1.65,4,56629,49,14,1,13,Separated,1,PIP
2.95,3,130592,49,3,3,9,Divorced,4,Needs Improvement
3.57,4,55481,35,7,4,12,Divorced,7,Needs Improvement
4.59,1,106184,66,6,5,7,Separated,8,Fully Meets
2.09,2,74146,42,22,5,15,Separated,2,PIP
3.3,3,52595,41,13,4,12,Separated,6,Needs Improvement
4.53,1,148994,31,7,4,15,Married,8,Fully Meets
1.23,2,69078,43,5,4,14,Married,0,PIP
4.68,3,88875,46,8,5,10,Married,13,Exceeds
4.71,3,121687,50,9,5,8,Married,10,Fully Meets
4.22,0,83716,70,7,5,7,Single,12,Exceeds
3.86,3,144073,39,5,4,11,Divorced,4,Needs Improvement
2.55,4,74970,42,14,5,9,Separated,5,Needs Improvement
4.19,1,103974,63,7,4,14,Single,9,Fully Meets
4.79,2,89559,35,4,5,10,Divorced,7,Fully Meets
2.63,3,96161,34,12,4,10,Widowed,4,Needs Improvement
2.25,6,68588,38,5,1,15,Separated,5,PIP
4.11,1,204043,58,3,5,15,Married,10,Fully Meets
2.02,4,93075,40,3,5,16,Divorced,6,Needs Improvement
2.62,2,54966,53,10,4,11,Divorced,4,PIP
4.9,0,147674,52,7,5,9,Single,11,Exceeds
4.82,3,131045,70,8,5,9,Married,14,Exceeds
2.59,3,118263,33,2,5,9,Single,5,Needs Improvement
4.68,3,170435,46,3,4,10,Single,10,Fully Meets
4.49,0,134134,48,6,5,12,Single,7,Fully Meets
4.0,3,78254,47,10,5,15,Married,7,Fully Meets
2.77,6,67296,46,18,4,12,Separated,3,PIP
2.81,4,73681,31,3,3,5,Divorced,6,PIP
4.39,1,224707,66,5,5,8,Separated,7,Fully Meets
4.11,2,60438,51,8,5,10,Divorced,8,Fully Meets
1.37,3,69673,41,4,2,12,Divorced,0,PIP
4.04,0,220304,32,5,5,8,Single,10,Exceeds
2.76,2,107355,34,2,4,16,Divorced,5,Needs Improvement
4.34,2,50475,62,1,5,10,Married,15,Exceeds
4.36,1,219030,68,8,4,10,Divorced,8,Fully Meets
2.31,3,130625,47,8,3,7,Widowed,4,Needs Improvement
3.74,3,81099,45,4,3,7,Married,7,Needs Improvement
3.02,3,74798,58,11,5,9,Separated,6,PIP
4.99,2,79795,32,3,5,17,Single,6,Fully Meets
1.27,3,65189,54,14,3,8,Divorced,3,PIP
4.37,1,105964,59,8,5,12,Divorced,8,Fully Meets
4.54,1,74508,69,8,4,16,Married,9,Fully Meets
4.14,2,100587,48,3,5,7,Single,8,Fully Meets
2.32,2,46273,43,21,2,9,Divorced,2,PIP
3.99,4,55591,50,10,3,7,Separated,6,Needs Improvement
4.39,1,56175,50,5,5,14,Single,13,Exceeds
4.79,1,52732,51,0,5,12,Married,12,Exceeds
4.71,3,166470,47,7,5,15,Separated,7,Fully Meets
2.92,5,74935,43,7,2,15,Divorced,5,PIP
4.16,2,70971,61,7,5,7,Single,13,Exceeds
2.23,4,73981,58,10,3,16,Divorced,2,PIP
2.34,2,110482,33,7,3,8,Separated,7,Needs Improvement
2.49,7,73149,46,17,5,15,Divorced,5,PIP
4.71,1,164725,55,7,4,14,Married,6,Fully Meets
4.9,2,65857,33,7,5,9,Married,6,Fully Meets
4.6,0,104028,50,6,4,15,Separated,7,Fully Meets
3.6,3,63348,48,13,3,9,Widowed,7,Needs Improvement
2.78,2,116995,35,12,4,9,Single,8,Needs Improvement
3.44,3,145700,47,12,5,15,Divorced,4,Needs Improvement
2.82,3,70480,38,8,5,12,Widowed,6,Needs Improvement
1.88,6,53285,39,7,5,11,Divorced,3,PIP
2.13,2,116939,59,5,4,16,Separated,5,Needs Improvement
4.66,0,180143,43,7,5,12,Single,12,Exceeds
4.29,0,117422,35,8,4,14,Single,6,Fully Meets
4.59,2,147615,42,6,5,8,Married,13,Exceeds
4.57,2,90730,48,3,5,13,Divorced,12,Exceeds
4.55,2,211561,49,6,5,13,Married,13,Exceeds
3.76,2,123518,42,12,5,12,Widowed,7,Needs Improvement
1.61,6,58511,55,24,3,7,Divorced,3,PIP
2.4,4,86561,38,11,4,15,Widowed,4,Needs Improvement
4.45,1,220175,45,7,5,11,Single,9,Fully Meets
1.5,6,45000,57,6,2,5,Widowed,3,PIP
2.49,4,63377,57,12,2,5,Separated,5,PIP
2.35,2,86870,51,5,4,17,Widowed,6,Needs Improvement
4.1,2,68301,71,2,5,9,Single,13,Exceeds
2.81,6,58213,59,12,1,12,Divorced,2,PIP
4.16,2,86893,47,8,5,11,Single,12,Exceeds
1.41,7,72525,38,22,5,5,Separated,2,PIP
2.2,3,138716,56,12,4,13,Separated,5,Needs Improvement
4.2,1,63144,47,4,5,7,Single,12,Exceeds
1.28,6,71227,50,24,3,11,Divorced,0,PIP
2.2,2,57213,39,18,2,7,Separated,5,PIP
4.06,1,206713,31,5,4,12,Single,9,Fully Meets
4.15,0,52849,53,8,5,9,Married,7,Fully Meets
2.19,6,47613,41,13,3,10,Separated,4,PIP
1.36,4,73905,40,13,4,12,Separated,2,PIP
3.69,4,118213,48,14,3,8,Widowed,5,Needs Improvement
4.65,3,103842,58,1,5,17,Single,12,Exceeds
2.42,3,64079,57,21,4,10,Married,5,PIP
3.58,3,109491,39,11,3,12,Divorced,7,Needs Improvement
4.4,0,224556,71,5,4,10,Separated,8,Fully Meets
4.12,0,211414,53,2,4,10,Single,8,Fully Meets
2.5,2,56416,59,13,4,7,Married,1,PIP
1.56,2,49177,41,7,4,11,Divorced,1,PIP
1.97,6,57583,55,8,4,9,Divorced,4,PIP
2.06,3,59307,32,8,4,9,Divorced,3,PIP
1.21,3,63798,56,15,1,11,Divorced,4,PIP
4.85,2,66740,46,3,5,16,Separated,10,Exceeds
1.31,6,58620,31,15,3,16,Widowed,3,PIP
4.79,1,155038,63,8,5,13,Single,6,Fully Meets
4.22,3,129860,37,3,5,8,Married,11,Exceeds
2.5,4,70750,52,15,3,9,Single,5,PIP
4.52,0,211076,42,6,4,9,Divorced,9,Fully Meets
1.24,3,59667,51,12,5,5,Married,1,PIP
4.82,3,79212,56,7,5,16,Single,14,Exceeds
4.58,0,197529,32,7,5,17,Married,10,Fully Meets
4.75,1,121938,55,4,4,14,Separated,8,Fully Meets
4.48,3,78545,47,7,4,10,Married,8,Fully Meets
4.71,1,48264,58,5,4,8,Single,9,Fully Meets
2.75,4,119724,45,8,3,15,Divorced,5,Needs Improvement
2.8,3,54452,59,16,5,8,Divorced,5,Needs Improvement
4.33,1,120273,38,2,5,8,Single,10,Fully Meets
4.98,2,152348,49,3,4,10,Single,8,Fully Meets
2.27,6,69247,47,6,5,12,Separated,6,PIP
4.18,0,108652,47,4,5,16,Single,11,Exceeds
4.25,1,87105,51,3,5,14,Married,13,Exceeds
3.55,4,86961,54,14,5,13,Divorced,7,Needs Improvement
1.34,7,66391,33,6,2,13,Separated,4,PIP
4.93,1,154978,68,7,5,14,Separated,10,Exceeds
1.97,5,53242,45,19,2,14,Separated,2,PIP
4.19,2,70663,50,8,5,10,Single,13,Exceeds
4.48,3,151696,37,5,5,13,Single,14,Exceeds
2.78,4,136248,36,8,3,13,Widowed,4,Needs Improvement
2.97,7,73678,49,5,2,14,Separated,5,PIP
4.73,0,200351,61,4,5,7,Single,11,Exceeds
1.64,3,54503,43,18,1,7,Single,4,PIP
2.15,5,66307,48,5,3,6,Separated,3,PIP
4.78,1,50505,43,4,4,11,Divorced,10,Fully Meets
4.73,0,99803,60,0,5,17,Married,13,Exceeds
4.07,3,147845,70,3,5,12,Single,6,Fully Meets
2.64,4,137255,40,5,5,11,Separated,6,Needs Improvement
4.36,2,83527,44,1,5,8,Single,14,Exceeds
4.99,1,89158,41,5,5,14,Separated,11,Exceeds
4.66,0,177203,44,3,4,16,Married,6,Fully Meets
4.22,2,76479,45,4,5,16,Married,11,Exceeds
3.25,4,112966,53,11,3,9,Widowed,5,Needs Improvement
4.25,3,52959,70,9,4,10,Single,7,Fully Meets
4.91,2,188506,69,5,4,11,Single,9,Fully Meets
4.16,2,157342,71,8,4,16,Single,10,Fully Meets
3.75,3,137962,42,15,4,14,Widowed,5,Needs Improvement
4.6,1,168532,63,10,4,16,Single,7,Fully Meets
2.45,7,69119,35,8,3,9,Divorced,3,PIP
4.75,0,221420,40,2,5,9,Separated,14,Exceeds
3.57,2,91332,37,14,4,7,Separated,7,Needs Improvement
4.42,0,149387,61,4,5,12,Single,9,Fully Meets
1.59,6,73884,51,8,4,9,Divorced,3,PIP
2.62,3,58366,50,8,4,17,Separated,2,PIP
4.54,0,160025,72,2,5,16,Married,10,Exceeds
4.5,1,63056,59,8,5,9,Divorced,10,Fully Meets
4.83,2,216307,39,2,5,14,Single,9,Fully Meets
4.34,1,82525,62,6,5,15,Separated,14,Exceeds
4.46,1,198663,71,4,5,9,Single,8,Fully Meets
4.53,3,67510,50,7,5,9,Married,7,Fully Meets
3.01,4,83893,58,10,4,13,Divorced,7,Needs Improvement
4.37,2,103448,38,6,5,15,Single,12,Exceeds
4.7,2,222669,33,5,5,8,Single,15,Exceeds
4.48,1,164963,51,9,5,16,Single,9,Fully Meets
4.48,1,160331,36,3,5,9,Single,11,Exceeds
3.75,3,79522,50,4,3,13,Separated,4,Needs Improvement
4.83,1,142929,39,4,4,12,Married,9,Fully Meets
3.02,2,64567,46,14,4,12,Divorced,2,PIP
1.53,3,60582,48,18,4,9,Separated,3,PIP
3.53,3,140685,33,13,3,9,Married,5,Needs Improvement
1.83,4,71703,57,24,4,17,Divorced,3,PIP
1.8,4,58480,56,20,4,6,Single,1,PIP
4.75,3,221414,43,2,5,12,Single,11,Exceeds
4.65,1,76158,52,7,5,16,Single,7,Fully Meets
4.38,3,96317,61,6,5,16,Separated,12,Exceeds
4.85,0,180146,57,0,5,7,Married,14,Exceeds
4.01,2,138463,50,6,4,10,Single,9,Fully Meets
4.87,2,86876,65,9,5,10,Single,7,Fully Meets
3.27,4,94381,35,13,5,12,Separated,7,Needs Improvement
4.23,2,75189,52,2,5,11,Single,14,Exceeds
2.98,3,121877,46,7,4,7,Separated,7,Needs Improvement
1.98,3,51321,59,19,4,5,Single,5,PIP
1.17,5,68670,36,21,2,15,Separated,2,PIP
2.4,3,122662,47,6,5,11,Separated,7,Needs Improvement
4.12,3,152732,43,6,5,17,Married,8,Fully Meets
2.97,4,84057,53,13,3,10,Divorced,7,Needs Improvement
4.96,1,186679,55,4,5,9,Single,13,Exceeds
1.9,7,62810,39,21,3,12,Divorced,1,PIP
4.42,3,101701,47,7,5,13,Married,13,Exceeds
3.17,3,88857,38,15,3,8,Widowed,6,Needs Improvement
3.83,2,94083,37,9,4,10,Divorced,5,Needs Improvement
1.41,5,69676,59,16,2,10,Separated,5,PIP
1.43,7,66681,36,3,4,7,Divorced,5,PIP
4.6,1,100014,66,4,5,12,Married,13,Exceeds
4.06,1,175964,35,10,5,10,Divorced,9,Fully Meets
2.44,2,106076,51,14,5,11,Widowed,4,Needs Improvement
4.41,1,119532,36,4,4,16,Single,9,Fully Meets
4.6,1,198157,65,8,5,9,Separated,13,Exceeds
2.7,3,56878,51,10,3,8,Widowed,7,Needs Improvement
4.39,2,102247,46,3,5,9,Divorced,12,Exceeds
2.17,5,62086,48,4,5,10,Widowed,0,PIP
4.9,2,182142,45,1,5,9,Married,10,Exceeds
2.22,3,111096,54,12,3,13,Divorced,7,Needs Improvement
4.31,2,95102,45,5,5,9,Single,10,Fully Meets
4.48,0,136506,55,2,4,17,Married,6,Fully Meets
2.7,2,77633,46,7,4,13,Widowed,7,Needs Improvement
3.46,3,50579,57,10,5,10,Married,7,Needs Improvement
4.47,2,136425,63,7,5,8,Married,9,Fully Meets
4.28,1,76815,40,3,5,14,Married,13,Exceeds
1.25,6,72277,48,19,2,8,Married,1,PIP
4.53,3,77330,63,0,5,11,Married,11,Exceeds
2.39,5,73902,39,12,4,10,Divorced,2,PIP
4.24,1,147447,40,9,5,8,Single,8,Fully Meets
3.55,3,137202,48,5,4,8,Divorced,7,Needs Improvement
1.57,5,67033,51,19,4,10,Separated,1,PIP
3.82,4,64332,49,12,3,16,Separated,4,Needs Improvement
4.31,2,111970,41,10,5,14,Single,6,Fully Meets
3.04,2,59220,38,10,3,11,Separated,5,Needs Improvement
4.39,2,102836,63,5,4,12,Single,7,Fully Meets
2.48,2,60208,57,11,3,7,Divorced,6,PIP
4.11,0,180380,45,3,4,15,Single,9,Fully Meets
4.56,2,69445,43,0,5,10,Married,11,Exceeds
4.37,3,108621,45,3,5,15,Married,12,Exceeds
2.82,3,61334,53,11,2,5,Separated,5,PIP
3.13,3,58186,51,6,5,10,Separated,8,Needs Improvement
4.23,3,184568,38,7,4,15,Married,6,Fully Meets
4.79,1,131099,48,2,5,8,Married,15,Exceeds
4.24,1,189655,52,5,4,13,Married,9,Fully Meets
2.82,7,74192,45,24,3,8,Single,0,PIP
4.6,3,205778,55,7,5,14,Single,7,Fully Meets
4.28,0,215741,51,8,4,10,Single,7,Fully Meets
2.99,3,60267,48,19,1,8,Separated,5,PIP
4.65,0,153348,71,2,5,13,Married,9,Fully Meets
4.41,0,209547,66,5,4,14,Single,9,Fully Meets
3.05,7,53994,39,10,2,10,Separated,3,PIP
4.12,0,102050,59,7,5,16,Married,7,Fully Meets
2.31,7,48731,58,6,3,9,Divorced,1,PIP
4.74,2,57521,36,4,5,11,Separated,13,Exceeds
4.31,0,194346,52,6,5,13,Single,8,Fully Meets
4.14,0,123094,58,5,5,10,Separated,12,Exceeds
1.49,4,73224,58,22,3,16,Separated,3,PIP
3.09,5,70453,40,11,4,16,Married,3,PIP
4.63,3,168694,70,6,5,12,Single,7,Fully Meets
4.42,1,157441,46,7,5,13,Single,11,Exceeds
3.61,2,113866,49,10,4,11,Widowed,7,Needs Improvement
2.43,2,49464,58,16,4,5,Separated,1,PIP
4.71,1,127699,54,8,5,13,Single,10,Fully Meets
4.65,1,121815,66,3,5,15,Married,11,Exceeds
2.47,7,60188,45,10,2,9,Divorced,5,PIP
1.63,4,66554,40,19,4,7,Separated,1,PIP
4.18,1,189360,65,8,5,17,Married,8,Fully Meets
3.01,3,108686,36,6,4,11,Widowed,7,Needs Improvement
2.75,3,72183,46,18,1,5,Divorced,2,PIP
3.29,2,69444,37,13,3,16,Single,7,Needs Improvement
2.35,3,56897,32,17,3,6,Divorced,6,PIP
4.88,2,121712,60,1,5,15,Married,13,Exceeds
4.15,2,46463,52,4,5,8,Single,7,Fully Meets
1.62,3,63744,40,24,1,10,Divorced,4,PIP
2.09,3,55430,58,10,3,11,Divorced,6,Needs Improvement
3.19,3,101929,36,16,5,11,Separated,8,Needs Improvement
1.97,6,71706,48,12,5,7,Divorced,4,PIP
2.69,6,50839,51,21,3,11,Separated,4,PIP
4.68,2,148461,50,0,5,7,Single,14,Exceeds
4.67,2,155594,34,5,5,17,Married,7,Fully Meets
4.58,1,110210,61,6,4,13,Single,8,Fully Meets
4.22,0,184533,54,4,5,15,Married,14,Exceeds
4.51,2,130879,67,10,5,12,Divorced,9,Fully Meets
3.81,3,111522,48,15,4,17,Separated,7,Needs Improvement
4.35,1,50077,69,5,5,12,Single,12,Exceeds
2.21,3,137859,33,13,4,13,Widowed,7,Needs Improvement
3.25,4,90777,38,17,4,15,Widowed,6,Needs Improvement
1.38,6,45165,59,12,4,15,Separated,4,PIP
3.14,2,89125,59,10,3,11,Widowed,8,Needs Improvement
4.76,2,173855,44,5,5,14,Married,9,Fully Meets
1.39,4,52258,34,18,5,7,Separated,0,PIP
4.61,2,72242,37,4,4,12,Single,8,Fully Meets
4.17,2,52051,46,0,5,9,Married,14,Exceeds
2.26,7,72002,49,12,3,7,Married,2,PIP
2.81,3,125936,48,11,5,10,Divorced,7,Needs Improvement
4.3,2,147060,72,5,5,17,Married,14,Exceeds
1.4,5,60677,38,18,1,9,Divorced,2,PIP
4.92,1,149089,43,7,5,10,Married,14,Exceeds
4.02,1,112359,56,4,4,10,Single,10,Fully Meets
4.82,0,46945,59,7,5,9,Married,14,Exceeds
4.63,0,91773,36,7,5,9,Married,10,Exceeds
4.29,0,82685,49,6,4,13,Single,8,Fully Meets
2.02,4,69543,57,14,3,14,Divorced,7,Needs Improvement
3.07,3,93763,45,7,3,16,Divorced,7,Needs Improvement
4.7,3,73280,41,2,5,11,Single,10,Exceeds
4.07,1,96600,51,2,5,13,Single,13,Exceeds
4.9,3,161136,47,6,5,16,Married,11,Exceeds
4.99,1,190902,59,7,4,8,Married,9,Fully Meets
2.94,4,58611,56,14,3,15,Single,5,Needs Improvement
4.8,2,136919,34,1,5,9,Divorced,11,Exceeds
4.99,0,206983,44,4,5,8,Single,8,Fully Meets
4.39,1,219208,43,2,5,16,Single,14,Exceeds
4.33,1,128500,45,6,5,11,Single,7,Fully Meets
3.1,4,91197,39,5,4,16,Married,4,Needs Improvement
2.14,2,130448,39,7,4,13,Divorced,8,Needs Improvement
4.64,1,62340,57,3,5,11,Separated,14,Exceeds
4.79,0,58627,55,6,4,13,Single,10,Fully Meets
4.77,2,184478,47,2,5,14,Single,10,Exceeds
4.61,2,49896,65,8,5,10,Single,9,Fully Meets
4.66,2,213974,67,3,5,8,Single,10,Exceeds
2.91,2,126453,49,14,4,11,Widowed,5,Needs Improvement
4.2,0,92238,34,4,5,7,Single,13,Exceeds
4.38,2,103906,33,8,5,15,Single,15,Exceeds
4.64,3,195109,69,5,5,10,Single,11,Exceeds
3.88,3,121927,46,5,5,12,Separated,6,Needs Improvement
4.28,0,61503,38,7,5,7,Married,10,Exceeds
3.01,5,55418,41,21,3,9,Separated,0,PIP
1.97,4,74005,59,7,3,8,Divorced,3,PIP
4.23,3,73926,48,10,5,13,Married,8,Fully Meets
3.15,4,87534,34,4,3,13,Divorced,6,Needs Improvement
3.9,4,71661,59,9,5,15,Widowed,6,Needs Improvement
1.32,6,49537,59,20,5,15,Separated,2,PIP
1.18,3,56531,38,9,2,12,Divorced,5,PIP
1.28,4,69514,37,21,1,15,Divorced,6,PIP
4.36,3,213001,55,8,4,15,Married,6,Fully Meets
2.89,2,111684,39,3,5,14,Divorced,5,Needs Improvement
3.84,3,126442,58,14,5,7,Separated,4,Needs Improvement
2.04,4,52529,46,16,5,15,Divorced,2,PIP
2.75,3,53826,39,16,3,15,Separated,6,Needs Improvement
4.88,3,58738,53,6,4,8,Married,9,Fully Meets
2.35,3,54753,42,5,4,7,Married,2,PIP
2.25,3,106376,35,5,5,16,Separated,7,Needs Improvement
4.73,1,125151,54,4,5,9,Married,7,Fully Meets
4.4,1,75012,60,8,5,13,Married,14,Exceeds
4.08,1,61760,68,5,4,14,Married,8,Fully Meets
4.88,3,207610,40,6,5,14,Married,10,Fully Meets
2.81,2,127660,48,16,4,14,Widowed,6,Needs Improvement
3.79,3,129649,54,6,4,12,Widowed,7,Needs Improvement
3.17,3,87922,45,13,4,15,Widowed,8,Needs Improvement
2.58,3,97021,47,10,5,14,Widowed,4,Needs Improvement
1.66,5,64435,45,17,3,12,Separated,3,PIP
4.1,2,76943,53,9,4,11,Married,9,Fully Meets
2.85,6,68134,50,16,3,16,Divorced,6,PIP
2.56,2,46499,42,5,4,9,Separated,2,PIP
2.63,2,67465,39,15,2,15,Divorced,4,PIP
2.64,6,72188,38,20,4,15,Single,1,PIP
4.61,2,145196,52,0,5,7,Single,11,Exceeds
4.34,2,149619,67,0,5,12,Single,11,Exceeds
2.36,5,55757,32,5,3,6,Widowed,4,PIP
4.9,2,175566,45,4,4,11,Single,10,Fully Meets
2.58,3,120894,37,4,4,10,Divorced,5,Needs Improvement
2.58,3,78517,52,10,3,11,Divorced,5,Needs Improvement
2.22,3,60000,58,4,3,10,Separated,8,Needs Improvement
3.32,3,127687,45,5,5,10,Widowed,5,Needs Improvement
2.91,4,87298,52,8,3,14,Divorced,7,Needs Improvement
4.33,1,217871,70,8,5,12,Married,10,Exceeds
2.98,6,73371,39,15,1,10,Separated,3,PIP
4.91,0,97544,66,1,5,13,Single,14,Exceeds
3.34,4,92192,56,5,5,13,Single,5,Needs Improvement
4.71,1,87655,58,5,4,10,Single,8,Fully Meets
4.72,1,205161,55,6,4,11,Married,10,Fully Meets
4.19,2,68860,51,6,5,17,Single,14,Exceeds
2.24,5,54650,36,15,2,8,Separated,0,PIP
4.85,1,111373,39,1,5,14,Married,14,Exceeds
2.2,3,58089,43,14,4,16,Separated,5,Needs Improvement
4.48,2,191145,54,3,5,15,Single,14,Exceeds
4.7,2,161964,62,5,5,14,Single,12,Exceeds
3.62,3,103898,40,16,3,11,Single,7,Needs Improvement
3.03,4,97643,49,16,4,13,Widowed,4,Needs Improvement
2.88,6,53241,57,12,4,15,Divorced,1,PIP
4.93,2,204491,33,4,5,14,Married,6,Fully Meets
3.58,3,85385,40,14,5,7,Widowed,6,Needs Improvement
2.94,4,82576,50,6,3,11,Divorced,6,Needs Improvement
4.26,3,111041,43,8,5,14,Single,9,Fully Meets
2.6,4,101256,40,5,3,8,Separated,5,Needs Improvement
2.02,3,85833,37,5,3,8,Widowed,5,Needs Improvement
3.06,5,67719,43,5,2,14,Separated,1,PIP
4.56,3,97061,71,2,4,12,Single,7,Fully Meets
4.52,2,205875,45,7,5,12,Single,8,Fully Meets
4.25,2,116477,63,7,5,8,Married,6,Fully Meets
4.02,3,61135,62,5,4,9,Divorced,10,Fully Meets
4.01,2,132843,72,6,5,9,Single,14,Exceeds
4.7,2,175515,61,6,4,12,Married,9,Fully Meets
1.93,4,74356,47,19,4,13,Widowed,5,PIP
2.68,5,64375,37,7,3,10,Single,2,PIP
5.0,2,220521,34,6,5,11,Single,10,Exceeds
1.25,4,68105,58,12,5,11,Separated,4,PIP
2.7,5,69801,60,15,1,16,Divorced,5,PIP
2.83,5,51210,42,15,1,16,Separated,3,PIP
4.09,2,196671,49,6,5,7,Married,14,Exceeds
1.2,6,69649,41,17,5,7,Separated,4,PIP
4.32,1,222090,69,7,5,10,Married,9,Fully Meets
4.79,1,75681,70,3,4,8,Single,7,Fully Meets
4.35,2,45643,38,4,5,11,Married,13,Exceeds
3.12,3,64093,42,7,5,12,Divorced,7,Needs Improvement
4.13,2,202105,62,7,4,13,Married,8,Fully Meets
4.19,1,87121,34,5,5,12,Married,13,Exceeds
1.32,2,57568,50,8,1,8,Divorced,5,PIP
